id,Restaurant Name,Phone,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating
288,Kitchen 17,(773) 661-1757,60657,IL,Chicago,613 W Briar Pl,1,1,0
289,The Map Room,(773) 252-7636,60647,IL,Chicago,1949 N Hoyne Ave,0,0,0
290,Sinha Elegant Cuisine,(312) 491-8200,60612,IL,Chicago,2018 W Adams,0,1,0
291,Tamale Spaceship,(312) 909-7009,60622,IL,Chicago,1341 N Damen Ave,0,1,1
292,Palace Grill,(312) 226-9529,60607,IL,Chicago,1408 W Madison St,0,1,1
293,Gibsons Bar & Steakhouse,(312) 266-8999,60611,IL,Chicago,1028 N Rush St,0,1,1
294,Little Goat Diner,(312) 888-3455,60607,IL,Chicago,820 W Randolph St,0,1,1
295,Archie’s Iowa &  Rockwell Tavern,(872) 206-5119,60622,IL,Chicago,2600 W Iowa St,0,0,0
296,G & O,(312) 888-3367,60642,IL,Chicago,459 W Ogden Ave,0,1,1
297,Pars Cove Restaurant,(773) 549-1515,60614,IL,Chicago,435 W Diversey Pkwy,1,1,1
298,Xoco,(312) 661-1434,60654,IL,Chicago,449 N Clark St,0,1,1
299,Fontano Subs,(312) 421-4474,60607,IL,Chicago,1058 W Polk St,1,1,0
300,Sumo Sushi and Hibachi,(773) 477-8510,60657,IL,Chicago,2936 N Broadway St,1,1,0
301,Lou Malnati’s Pizzeria,(773) 395-2400,60622,IL,Chicago,1520 N Damen Ave,1,1,0
302,Native Foods Cafe,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Ave,0,1,1
303,Siena Tavern,(312) 595-1322,60654,IL,Chicago,51 W Kinzie St,0,1,1
304,Jim’s Original Hot Dog,(312) 733-7820,60607,IL,Chicago,1250 S Union Ave,0,1,0
305,Earth’s Healing Cafe,(773) 728-0598,60613,IL,Chicago,1942 W Montrose Ave,0,1,0
306,Nohea Cafe,(312) 600-9305,60607,IL,Chicago,1312 W Madison St,1,1,1
307,Taco &  Burrito Express #3,(773) 489-1830,60622,IL,Chicago,1547 N Ashland Ave,0,1,0
308,Benny’s Chop House,(312) 626-2444,60611,IL,Chicago,444 N Wabash Ave,0,1,0
309,90 Miles Cuban Café,(773) 227-2822,60647,IL,Chicago,2540 W Armitage Ave,1,1,1
310,RPM Italian,(312) 222-1888,60654,IL,Chicago,52 W Illinois St,1,1,0
311,Chicken Planet,(312) 360-1409,60605,IL,Chicago,177 W Van Buren St,0,1,0
312,Coffee Slasticarna Drina,(773) 275-5568,60625,IL,Chicago,2501 W Lawrence Ave,0,1,0
313,The Publican,(312) 733-9555,60607,IL,Chicago,837 W Fulton Market,0,0,1
314,The Den,(773) 975-9244,60657,IL,Chicago,3208 N Halsted St,0,0,0
315,Wheat’s End Cafe,(773) 770-3527,60657,IL,Chicago,2873 N Broadway St,0,1,0
316,Wired Coffee House,(773) 661-6738,60657,IL,Chicago,3508 N Broadway,1,1,0
317,Janik’s Cafe,(773) 276-7930,60622,IL,Chicago,2011 W Division St,1,1,1
318,Podhalanka,(773) 486-6655,60642,IL,Chicago,1549 W Division St,0,1,0
319,The California Clipper,(773) 384-2547,60622,IL,Chicago,1002 N California Ave,0,0,0
320,Victory’s Banner,(773) 665-0227,60618,IL,Chicago,2100 W Roscoe St,0,1,1
321,Cassava,(773) 857-3039,60657,IL,Chicago,3338 N Clark St,1,1,0
322,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0
323,Birria Huentitan Restaurant,(773) 276-0768,60639,IL,Chicago,4019 W North Ave,0,1,0
324,90 Miles Cuban Café,(773) 248-2822,60618,IL,Chicago,3101 N Clybourn Ave,1,1,1
325,Briciola,(773) 772-0889,60622,IL,Chicago,937 N Damen,0,1,1
326,Innertown Pub,(773) 235-9795,60622,IL,Chicago,1935 W Thomas St,0,0,0
327,Schubas,(773) 525-2508,60657,IL,Chicago,3159 N Southport Ave,1,1,1
328,Antique Taco,(773) 687-8697,60622,IL,Chicago,1360 N Milwaukee Ave,0,1,1
329,Chez Joel Bistro,(815) 768-3324,60607,IL,Chicago,1119 W Taylor St,0,1,1
330,Flo,(312) 243-0477,60642,IL,Chicago,1434 W Chicago Ave,0,1,1
331,The Chicago Diner,(773) 935-6696,60657,IL,Chicago,3411 N Halsted St,0,1,1
332,Iguana Café,(312) 432-0663,60642,IL,Chicago,517 N Halsted St,1,1,0
333,Next,(312) 226-0858,60607,IL,Chicago,953 W Fulton Market,0,0,0
334,GT Fish &  Oyster,(312) 929-3501,60654,IL,Chicago,531 N Wells St,1,1,1
335,Salvatore’s Restaurant,(773) 528-1200,60614,IL,Chicago,525 W Arlington Pl,0,1,1
336,Greentea Japanese Restaurant,(773) 883-8812,60614,IL,Chicago,2206 N Clark St,1,1,0
337,The Art of Pizza,(773) 327-5600,60657,IL,Chicago,3033 N Ashland Ave,1,1,0
338,Blaze Fast-Fire’d Pizza,(312) 454-6125,60661,IL,Chicago,24 S Clinton St,0,1,1
339,Hot Dog Station,(773) 588-2580,60625,IL,Chicago,4742 N Kimball,0,1,0
340,The Art of Chicken,(773) 697-9266,60647,IL,Chicago,2041 N Western Ave,1,1,1
341,Prosecco,(312) 951-9500,60654,IL,Chicago,710 N Wells St,0,1,1
342,LYFE Kitchen,(312) 836-5933,60654,IL,Chicago,413 North Clark St,0,1,1
343,River Valley Farmer’s Table,(872) 208-3267,60640,IL,Chicago,1820 W Wilson Ave,1,1,1
344,RL Restaurant,(312) 475-1100,60611,IL,Chicago,115 E Chicago Ave,0,0,1
345,Thai Aree House,(773) 725-6751,60641,IL,Chicago,3592 N Milwaukee Ave,0,1,0
346,The Bristol,(773) 862-5555,60647,IL,Chicago,2152 N Damen Ave,0,1,0
347,Angel’s,(312) 666-7253,60607,IL,Chicago,230 S Ashland Ave,1,1,1
348,Pub Royale,(773) 661-6874,60622,IL,Chicago,2049 W Division,1,1,1
349,Paladar,(773) 252-4747,60647,IL,Chicago,2252 N Western Ave,0,1,1
350,Butcher & The Burger,(773) 697-3735,60614,IL,Chicago,1021 W Armitage Ave,0,1,1
351,Simply It,(773) 248-0884,60614,IL,Chicago,2269 N Lincoln Ave,1,1,0
352,Juno,(773) 935-2000,60614,IL,Chicago,2638 N Lincoln,0,0,0
353,Nature Boardwalk at Lincoln Park Zoo,,60611,IL,Chicago,South Pond  Lincoln Park Zoo,0,0,0
354,Glazed & Infused,(312) 226-5556,60614,IL,Chicago,939 W Armitage Ave,0,1,0
355,Joong Boo Market,(773) 478-5566,60618,IL,Chicago,3333 N Kimball Ave,0,1,0
356,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark St,0,1,0
357,Haywood Tavern,(773) 661-1084,60622,IL,Chicago,2759 W Augusta Blvd,0,0,1
358,Taqueria Moran,(773) 235-2663,60647,IL,Chicago,2226 N California Ave,0,1,0
359,La Encantada,(773) 489-5026,60647,IL,Chicago,3437 W North Ave,1,1,0
360,Tandoor Char House,(773) 327-2652,60614,IL,Chicago,2652 N Halsted St,1,1,0
361,Revolution Brewing,(773) 227-2739,60647,IL,Chicago,2323 N Milwaukee Ave,0,1,0
362,Grant Park Music Festival,(312) 742-7638,60601,IL,Chicago,205 East Randolph St,0,0,0
363,Brindille,(312) 595-1616,60654,IL,Chicago,534 N Clark St,0,0,0
364,Kasia’s Polish Delicatessen,(773) 486-7500,60622,IL,Chicago,2101 W Chicago Ave,0,1,0
365,El Nuevo Mexicano,(773) 528-2131,60657,IL,Chicago,2914 N Clark St,1,1,1
366,Balena,(312) 867-3888,60614,IL,Chicago,1633 N Halsted St,1,1,0
367,The House Cafe,(773) 697-3410,60657,IL,Chicago,3208 N Sheffield Ave,0,1,1
368,Pizzeria Del Mercato,(312) 226-6898,60607,IL,Chicago,1154 W Fulton Market,1,1,0
369,The Big State,(312) 631-3914,60622,IL,Chicago,624 N Ashland Ave,1,1,0
370,Kingston Mines,(773) 477-4646,60614,IL,Chicago,2548 N Halsted St,0,0,0
371,Three Dots and a Dash,(312) 610-4220,60654,IL,Chicago,435 N Clark St,0,0,0
372,Bernice’s Tavern,(312) 813-3215,60608,IL,Chicago,3238 S Halsted St,0,0,0
373,Vienna Beef Factory Store and Deli,(773) 435-2309,60647,IL,Chicago,2501 N Damen Ave,0,1,1
374,Dark Matter Coffee,(773) 697-8472,60612,IL,Chicago,738 North Western Ave,0,1,1
375,Quartino,(312) 698-5000,60654,IL,Chicago,626 N State St,0,1,1
376,Aje Cafe,(773) 472-2233,60657,IL,Chicago,2942 N Clark St,0,1,0
377,Hugo’s Frog Bar & Fish House,(312) 640-0999,60611,IL,Chicago,1024 N Rush St,0,1,1
378,Kai Sushi,(312) 583-0567,60605,IL,Chicago,1255 S State St,1,1,1
379,Lovely: A Bake Shop,(773) 572-4766,60642,IL,Chicago,1130 N Milwaukee Ave,0,1,1
380,Taste of Lebanon Restaurant,(773) 334-1600,60640,IL,Chicago,1509 W Foster Ave,0,1,0
381,Tony’s Burrito Mex,(773) 832-4896,60657,IL,Chicago,1957 W Belmont Ave,0,1,0
382,6 Degrees,(773) 904-8812,60647,IL,Chicago,1935 N Damen,0,0,0
383,Donut Delight,(773) 227-2105,60647,IL,Chicago,1750 N California Ave,0,1,0
384,Windy City Cafe,(312) 492-8010,60642,IL,Chicago,1062 W Chicago Ave,0,1,0
385,Lou Malnati’s Pizzeria,(312) 828-9800,60654,IL,Chicago,439 N Wells St,1,1,1
386,Moon’s Sandwich Shop,(312) 226-5094,60612,IL,Chicago,16 S Western Ave,1,1,0
387,Nada Tea &  Coffee House,(773) 529-2239,60614,IL,Chicago,1552 W Fullerton Ave,0,1,0
388,Rice’N Bread,(773) 281-4452,60657,IL,Chicago,3435 N Sheffield Ave,1,1,0
389,Red June,(773) 227-2600,60647,IL,Chicago,2020 N Leavitt St,0,1,1
390,Venezuelan Bowl Grill,(331) 318-0548,60614,IL,Chicago,2436 N Lincoln Ave,1,1,0
391,Taco Joint,(312) 951-2457,60614,IL,Chicago,1969 N Halsted St,1,1,0
392,Quenchers Saloon,(773) 276-9730,60647,IL,Chicago,2401 N Western Ave,0,0,1
393,Maggie Daley Park,(312) 742-3918,60603,IL,Chicago,407-461 S Columbus Dr,0,0,0
394,Cafe Central,(312) 243-6776,60642,IL,Chicago,1437 W Chicago Ave,0,1,0
395,Chicago q,(312) 642-1160,60610,IL,Chicago,1160 N Dearborn St,0,1,1
396,Bob’s El Stop,(773) 698-8420,60657,IL,Chicago,947 W Wellington Ave,1,1,0
397,La Sirena Clandestina,(312) 226-5300,60607,IL,Chicago,954 W Fulton Market,0,1,1
398,Green Tomato Cafe,(872) 588-3380,60623,IL,Chicago,3750 W Ogden Ave,0,1,1
399,Lou Malnati’s Pizzeria,(773) 832-4030,60614,IL,Chicago,958 W Wrightwood Ave,1,1,1
400,Humboldt Park,(312) 742-7549,60622,IL,Chicago,1400 N Sacramento Ave,0,0,0
401,Monti’s,(773) 942-6012,60625,IL,Chicago,4757 N Talman Ave,0,1,0
402,Mott St,(773) 687-9977,60622,IL,Chicago,1401 N Ashland Ave,0,0,1
403,La Colombe Coffee,(872) 829-3681,60622,IL,Chicago,1552 N Damen Ave,0,1,0
404,The Artisan Cellar,(312) 527-5810,60654,IL,Chicago,222 Merchandise Mart Plz,0,1,1
405,Lou Malnati’s Pizzeria,(312) 725-7777,60610,IL,Chicago,1120 N State St,1,1,1
406,Milton Lee Olive Park,,60611,IL,Chicago,500 N Lake Shore Dr,0,0,0
407,Maple & Ash,(312) 944-8888,60610,IL,Chicago,8 W Maple,0,1,1
408,Four Moon Tavern,(773) 929-6666,60657,IL,Chicago,1847 W Roscoe St,0,1,1
409,The Gage,(312) 372-4243,60603,IL,Chicago,24 S Michigan Ave,0,1,1
410,Bite Café,(773) 395-2483,60622,IL,Chicago,1035 N Western Ave,0,1,0
411,Meli Cafe &  Juice Bar,(312) 454-0748,60661,IL,Chicago,301 S Halsted St,0,1,0
412,Ameritalia,(312) 957-1310,60605,IL,Chicago,1303 S Michigan Ave,1,1,0
413,Takito Kitchen,(773) 687-9620,60622,IL,Chicago,2013 W Division St,1,1,1
414,Lockdown Bar &  Grill,(773) 451-5625,60622,IL,Chicago,1024 N Western Ave,1,1,1
415,Aloha Poke Co,,60657,IL,Chicago,843 West Belmont Ave,0,1,0
416,Branko’s Sandwich Shop,(773) 472-4873,60614,IL,Chicago,1118 W Fullerton Ave,0,1,0
417,The Roost Carolina Kitchen,(312) 261-5564,60613,IL,Chicago,1467 W Irving Park Rd,1,1,0
418,Roy’s - Chicago,(312) 787-7599,60654,IL,Chicago,720 N State St,0,0,1
419,Volumes Bookcafe,(773) 697-8066,60622,IL,Chicago,1474 N Milwaukee Ave,0,0,0
420,Lawrence Fish Market,(773) 267-6838,60625,IL,Chicago,3914 W Lawrence Ave,0,1,0
421,Mortar &  Pestle,(773) 857-2087,60657,IL,Chicago,3108 N Broadway St,0,1,1
422,Outdoor Grill,(773) 202-9980,60618,IL,Chicago,3265 N Milwaukee Ave,1,1,0
423,Dragon Lady Lounge,(872) 208-5322,60618,IL,Chicago,3188 N Elston Ave,0,1,0
424,Two Zero Three,,60601,IL,Chicago,203 North Wabash Avenue,0,1,0
425,Lush Wine and Spirits,(312) 666-6900,60642,IL,Chicago,1412 W Chicago Ave,0,0,0
426,Broken Shaker,(312) 940-3699,60611,IL,Chicago,19 E Ohio St,0,0,0
427,Ground Control,(773) 772-9446,60647,IL,Chicago,3315 W Armitage Ave,1,1,1
428,Roka Akor - Chicago,(312) 477-7652,60654,IL,Chicago,456 N Clark St,0,1,1
429,Craft Pizza,(773) 442-7238,60622,IL,Chicago,1252 N Damen Ave,1,1,1
430,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611,IL,Chicago,210 E Ohio St,0,1,1
431,Copper Fox Gastropub,(312) 255-8505,60611,IL,Chicago,155 East Ontario St,0,1,0
432,El Comalito,(773) 666-5558,60647,IL,Chicago,2234 N Western Ave,1,1,0
433,The Drinkingbird,(773) 472-9920,60614,IL,Chicago,2201 N Clybourn Ave,0,1,1
434,Volare Ristorante Italiano,(312) 410-9900,60611,IL,Chicago,201 E Grand Ave,1,1,1
435,Same Day Cafe,(773) 342-7040,60647,IL,Chicago,2651 N Kedzie Ave,0,1,1
436,Over Easy Cafe,(773) 506-2605,60625,IL,Chicago,4943 N Damen Ave,0,1,0
437,Intelligentsia Coffee,(773) 348-8058,60657,IL,Chicago,3123 N Broadway St,0,1,1
438,Cassava Cafe,(312) 487-2888,60610,IL,Chicago,1211 N Lasalle Dr,0,1,0
439,Billy Sunday,(773) 661-2485,60647,IL,Chicago,3143 W Logan Blvd,0,0,1
440,The Double An Urban Tavern,(773) 772-7000,60647,IL,Chicago,3545 W Fullerton Ave,0,0,0
441,Cafe Jumping Bean,(312) 455-0019,60608,IL,Chicago,1439 W 18th St,0,1,0
442,The Library,(312) 464-9544,60654,IL,Chicago,230 W Kinzie St,0,0,0
443,Feed,(773) 489-4600,60622,IL,Chicago,2803 W Chicago Ave,0,1,1
444,West Town Pizza Shop,(773) 252-2299,60647,IL,Chicago,2525 W North Ave,1,1,0
445,Jimmy’s Red Hots,(773) 384-9513,60651,IL,Chicago,4000 W Grand Ave,0,1,0
446,LC Pho,(872) 208-7606,60625,IL,Chicago,2739 W Lawrence Ave,0,1,0
447,BIG &  little’s Restaurant,(773) 698-7777,60622,IL,Chicago,1310 N Milwaukee Ave,1,1,0
448,Bullhead Cantina,(773) 772-8895,60622,IL,Chicago,1143 N California,1,1,1
449,The Dawson,(312) 243-8955,60654,IL,Chicago,730 W Grand Ave,0,0,1
450,SmallBar,(773) 509-9888,60618,IL,Chicago,2956 N Albany Ave,0,0,1
451,Fremont Chicago,(312) 874-7270,60654,IL,Chicago,15 W Illinois,0,1,1
452,Rite Liquors,(773) 486-6257,60622,IL,Chicago,1649 W Division St,0,0,0
453,Sono Wood Fired,(312) 255-1122,60642,IL,Chicago,1582 N Clybourn Ave,1,1,0
454,Swift &  Sons,(312) 733-9420,60607,IL,Chicago,1000 W Fulton Market,0,0,0
455,Humboldt Haus Sandwich Bar,(773) 697-9590,60647,IL,Chicago,2958 W North Ave,1,1,0
456,The Whistler,(773) 227-3530,60647,IL,Chicago,2421 N Milwaukee Ave,0,0,1
457,Seadog sushi bar,(773) 235-8100,60642,IL,Chicago,1500 West Division St,1,1,1
458,Rapidito,(773) 857-3999,60614,IL,Chicago,1855 W Diversey Pkwy,1,1,1
459,Artopolis,(312) 559-9000,60661,IL,Chicago,306 S Halsted St,0,1,0
460,Leña Brava,(312) 733-1975,60607,IL,Chicago,900-902 W Randolph St,0,0,0
461,Little Bucharest Bistro,(773) 604-8500,60618,IL,Chicago,3661 N Elston Ave,1,1,1
462,Taco & Burrito Palace #2,(773) 248-0740,60614,IL,Chicago,2459 N Halsted St,0,1,0
463,RM Champagne Salon,(312) 243-1199,60607,IL,Chicago,116 N Green St,0,0,1
464,Bandera Restaurant,(312) 644-3524,60611,IL,Chicago,535 N Michigan Ave,0,1,0
465,Eduardo’s Enoteca,(312) 337-4490,60610,IL,Chicago,1212 N Dearborn St,1,1,1
466,Macku Sushi,(773) 880-8012,60614,IL,Chicago,2239 N Clybourn Ave,1,1,0
467,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N Lincoln Park W,1,1,1
468,Glazed & Infused,(312) 226-5556,60611,IL,Chicago,30 E Hubbard St,1,1,0
469,Sushi Mon,(773) 529-8812,60614,IL,Chicago,2441 N Clark St,1,1,0
470,Watershed,(312) 266-7677,60654,IL,Chicago,601 N State St,0,0,0
471,Dimo’s Pizza,(773) 525-4580,60657,IL,Chicago,3463 N Clark St,1,1,0
472,St Mary of the Angels Church,(773) 278-2644,60622,IL,Chicago,1850 N Hermitage Ave,0,0,0
473,Half Italian Grocer,(773) 227-5600,60647,IL,Chicago,2643 N Milwaukee Ave,0,1,1
474,Piccolo Sogno,(312) 421-0077,60642,IL,Chicago,464 N Halsted St,0,1,1
475,La Palma Puerto Rican Restaurant,(773) 862-0886,60651,IL,Chicago,1340 N Homan Ave,0,1,0
476,New Rebozo Chicago,(312) 202-9141,60611,IL,Chicago,46 E Superior St,1,1,1
477,Enso Sushi &  Bar,(773) 878-8998,60647,IL,Chicago,1613 N Damen Ave,1,1,0
478,Kendall College - The Dining Room,(312) 752-2328,60642,IL,Chicago,900 N North Branch St,0,0,0
479,Tabaq Restaurant,(312) 944-1245,60610,IL,Chicago,1245 N Clybourn St,0,1,0
480,El Maya,(773) 878-1882,60613,IL,Chicago,1522 W Montrose Ave,0,1,1
481,Asian Cajun,(773) 831-5958,60614,IL,Chicago,2428 N Ashland Ave,1,1,0
482,Greek Islands Restaurant,(312) 782-9855,60661,IL,Chicago,200 S Halsted St,0,1,1
483,The 3rd Coast,(312) 649-0730,60610,IL,Chicago,1260 N Dearborn Pkwy,0,1,0
484,Ruby’s Fast Food,(773) 539-2669,60618,IL,Chicago,3740 W Montrose Ave,0,1,0
485,The Barrelhouse Flat,(773) 857-0421,60614,IL,Chicago,2624 N Lincoln Ave,0,0,0
486,De Noche Mexicana,(773) 289-4274,60647,IL,Chicago,2710 N Milwaukee Ave,1,1,1
487,Mista,(773) 698-6688,60657,IL,Chicago,2921 N Broadway,1,1,1
488,Sushi X,(312) 491-9232,60642,IL,Chicago,1136 W Chicago Ave,1,1,0
489,Tarboush Mediterranean Grill,(773) 770-3599,60622,IL,Chicago,1608 W North Ave,1,1,0
490,Alegrias Seafood Chicago,(773) 252-7200,60622,IL,Chicago,1024 N Ashland Ave,0,1,1
491,Red Hot Ranch,(773) 661-9377,60657,IL,Chicago,3057 N Ashland Ave,0,1,1
492,Bottlefork,(312) 955-1900,60654,IL,Chicago,441 N Clark St,0,0,1
493,360 Chicago,(312) 751-3681,60611,IL,Chicago,875 N Michigan Ave,0,0,0
494,ARAMI,(312) 243-1535,60622,IL,Chicago,1829 W Chicago Ave,1,1,0
495,Duke Of Perth,(773) 477-1741,60657,IL,Chicago,2913 N Clark St,0,1,1
496,SideDoor,(312) 787-6768,60611,IL,Chicago,100 E Ontario St,0,0,0
497,Blue Chicago,(312) 661-0100,60610,IL,Chicago,536 N Clark St,0,0,0
498,Cellar Door Provisions,(773) 697-8337,60647,IL,Chicago,3025 W Diversey Ave,0,1,0
499,Emporium Arcade Bar,(773) 697-7922,60622,IL,Chicago,1366 N Milwaukee Ave,0,0,0
500,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 N Broadway St,0,1,1
501,Oiistar,(773) 360-8791,60622,IL,Chicago,1385 N Milwaukee Ave,0,1,1
502,Jackalope Coffee & Tea House,(312) 888-3468,60608,IL,Chicago,755 W 32nd St,0,1,1
503,Adagio Teas,(312) 698-9773,60654,IL,Chicago,617 N State St,0,1,1
504,La Gondola,(773) 248-4433,60657,IL,Chicago,2914 N Ashland Ave,1,1,0
505,Cumin,(773) 342-1414,60622,IL,Chicago,1414 N Milwaukee Ave,1,1,0
506,The Lobby,(312) 573-6760,60611,IL,Chicago,108 E Superior St,0,0,0
507,WHISK,(773) 252-9060,60622,IL,Chicago,2018 W Chicago Ave,1,1,1
508,Henry’s,(312) 955-8018,60654,IL,Chicago,18 W Hubbard St,0,0,0
509,Ruth’s Chris Steak House,(312) 321-2725,60654,IL,Chicago,431 N Dearborn St,0,1,0
510,Ora,(773) 506-2978,60640,IL,Chicago,5143 N Clark St,0,1,0
511,Baker &  Nosh,(773) 989-7393,60640,IL,Chicago,1303 W Wilson Ave,0,1,1
512,Taco el Jalisciense,(773) 235-2859,60622,IL,Chicago,2859 W Chicago Ave,0,1,0
513,Sidetrack,(773) 477-9189,60657,IL,Chicago,3349 N Halsted St,0,0,1
514,Cupbop + Ramen,(872) 802-4778,60614,IL,Chicago,2439 N Clark St,1,1,0
515,Bites Asian Tapas & Sushi,(773) 270-5972,60657,IL,Chicago,3313 N Clark St,1,1,1
516,Pho’s Spicier Thai Cuisine,(773) 755-1995,60657,IL,Chicago,3332 N Lincoln Ave,1,1,0
517,Topo Gigio Ristorante,(312) 266-9355,60610,IL,Chicago,1516 N Wells St,0,1,1
518,Capital One Café,(312) 981-1236,60611,IL,Chicago,21 E Chestnut St,0,1,0
519,Twin Anchors Restaurant & Tavern,(312) 266-1616,60614,IL,Chicago,1655 N Sedgwick St,0,1,1
520,Le Bouchon,(773) 862-6600,60647,IL,Chicago,1958 N Damen Ave,0,0,0
521,Arbella,(312) 846-6654,60654,IL,Chicago,112 West Grand Ave,0,0,0
522,Protein Bar,(312) 346-7300,60606,IL,Chicago,235 S Franklin,0,1,0
523,Sultan’s Market,(312) 638-9151,60614,IL,Chicago,2521 N Clark St,1,1,0
524,Ugo’s Kitchen &  Bar,(773) 698-8984,60647,IL,Chicago,2833 W Armitage Ave,0,1,0
525,Yoshi’s Cafe,(773) 248-6160,60657,IL,Chicago,3257 N Halsted St,0,1,1
526,Bacino’s of Lincoln Park,(773) 472-7400,60614,IL,Chicago,2204 N Lincoln Ave,1,1,0
527,Estrella Negra,(773) 227-5993,60647,IL,Chicago,2346 W Fullerton Ave,1,1,0
528,Turbo Tacos,(773) 360-8892,60647,IL,Chicago,2050 N Milwaukee Ave,1,1,0
529,Capt’n Nemo’s,(773) 929-7687,60613,IL,Chicago,3650 N Ashland Ave,0,1,0
530,Green Zebra,(312) 243-7100,60642,IL,Chicago,1460 W Chicago Ave,0,0,0
531,Slim’s,(224) 265-0143,60618,IL,Chicago,2020 W Montrose Ave,1,1,1
532,Asado Coffee Pickwick Lane,(773) 703-3658,60604,IL,Chicago,22 E Jackson,0,1,1
533,Rollapalooza,(773) 281-6400,60657,IL,Chicago,3344 N Halsted St,1,1,0
534,I-Cafe Sukur’s Place,(773) 755-4022,60613,IL,Chicago,1814 W Irving Park Rd,0,1,0
535,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1
536,Gene’s Sausage Shop & Delicatessen,(773) 728-7243,60625,IL,Chicago,4750 N Lincoln Ave,0,1,1
537,Blackbird,(312) 715-0708,60661,IL,Chicago,619 W Randolph St,0,0,1
538,The 606 - Bloomingdale Trail,(773) 661-9172,60651,IL,Chicago,1600-3700 W Bloomingdale,0,0,0
539,Mannys Cafeteria and Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson St,1,1,0
540,Kizuki Ramen & Izakaya,(773) 270-4150,60622,IL,Chicago,1482 N Milwaukee Ave,0,1,0
541,The Red Lion Pub,(773) 883-2422,60614,IL,Chicago,2446 N Lincoln Ave,0,1,0
542,Perry’s,(312) 372-7557,60606,IL,Chicago,180 N Franklin St,1,1,0
543,Zia’s Lago Vista,(773) 883-0808,60613,IL,Chicago,3819 N Ashland Ave,0,1,1
544,AMK Kitchen Bar,(773) 276-4400,60622,IL,Chicago,1954 W Armitage,0,1,0
545,Frontera Grill,(312) 661-1434,60654,IL,Chicago,445 N Clark St,0,0,1
546,Taqueria Mazamitla,(773) 267-2667,60618,IL,Chicago,3610 W Belmont Ave,0,1,0
547,Mindy’s Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Ave,0,1,0
548,The Long Room,(773) 665-4500,60613,IL,Chicago,1612 W Irving Park Rd,0,1,1
549,Wildfire,(312) 787-9000,60654,IL,Chicago,159 W Erie St,1,1,0
550,Mike Ditka’s,(312) 587-8989,60611,IL,Chicago,100 E Chestnut St,0,1,0
551,Marketplace Cafe,(312) 464-1515,60611,IL,Chicago,55 E Grand Ave,0,1,0
552,Acanto,(312) 578-0763,60603,IL,Chicago,18 S Michigan Ave,0,0,1
553,Kinzie Chophouse,(312) 822-0191,60654,IL,Chicago,400 N Wells St,1,1,1
554,Dona Naty’s Tacos,(312) 243-2209,60622,IL,Chicago,1815 W Chicago Ave,1,1,0
555,The Squared Circle,(773) 904-8170,60614,IL,Chicago,2418 N Ashland Ave,0,1,0
556,Folklore Argentine Grill,(773) 292-1600,60622,IL,Chicago,2100 W Division St,0,1,1
557,Coast Sushi Bar,(773) 235-5775,60647,IL,Chicago,2045 N Damen Ave,1,1,0
558,Finley Dunnes Tavern,(773) 477-7311,60657,IL,Chicago,3458 N Lincoln Ave,0,0,0
559,Primo Chuki’s,(872) 208-7075,60640,IL,Chicago,1726 W Lawrence,1,1,0
560,Gold Star Bar,(773) 227-8700,60622,IL,Chicago,1755 W Division St,0,0,0
561,Gold Star Bar,(773) 227-8700,60622,IL,Chicago,1755 W Division St,0,0,0
562,Blue Door Farm Stand,(312) 265-0259,60614,IL,Chicago,2010 N Halsted St,0,1,0
563,Drop,(312) 574-0898,60614,IL,Chicago,1909 N Lincoln Ave,0,0,0
564,Señor Pan Cafe,(773) 227-1020,60639,IL,Chicago,4612 W Fullerton Ave,0,1,0
565,Bar Siena,(312) 492-7775,60607,IL,Chicago,832 W Randolph St,0,1,1
566,La Plena Restaurant,(773) 276-5795,60622,IL,Chicago,2617 W Division St,0,1,1
567,The Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark St,1,1,0
568,Sam & George’s,(773) 935-4025,60657,IL,Chicago,3000 N Lincoln Ave,0,1,0
569,Los 3 Panchos,(773) 935-3198,60614,IL,Chicago,1155 W Diversey Pkwy,0,1,0
570,Yefseis Cafe,(773) 857-3002,60657,IL,Chicago,3344 N Halsted St,0,1,1
571,Mama Milano’s Pizza Bar,(312) 787-3710,60610,IL,Chicago,1419 N Wells St,1,1,1
572,Pizzeria Da Nella,(773) 281-6600,60614,IL,Chicago,1443 W Fullerton Ave,0,1,1
573,Umami Burger -  Chicago,(773) 423-2005,60622,IL,Chicago,1480 N Milwaukee Ave,0,1,0
574,Nellie’s,(773) 252-5520,60622,IL,Chicago,2458 W Division St,1,1,0
