,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
9438,9438,2358,3436,Pie Bar Ballard,(206) 535-8489,98107.0,WA,Seattle,2218 NW Market St,0,1,0,Kickin' Boot,(206) 783-2668,98107.0,WA,Seattle,5309 22nd Avenue NW,0,1,1
9572,9572,2749,1662,Jardinière,(415) 861-5555,94102.0,CA,San Francisco,300 Grove St,0,0,0,Jardiniere,(415) 861-5555,94102.0,CA,San Francisco,300 Grove Street,0,0,0
9580,9580,2851,1662,Mr Tipple’s Recording Studio,(415) 851-8561,94102.0,CA,San Francisco,39 Fell St,0,0,0,Jardiniere,(415) 861-5555,94102.0,CA,San Francisco,300 Grove Street,0,0,0
9696,9696,671,198,Lucia’s Gourmet Italian Cuisine,(773) 292-9700,60622.0,IL,Chicago,1825 W North Ave,0,1,1,Cumin,(773) 342-1414,60622.0,IL,Chicago,1414 N Milwaukee Avenue,1,1,0
9715,9715,505,198,Cumin,(773) 342-1414,60622.0,IL,Chicago,1414 N Milwaukee Ave,1,1,0,Cumin,(773) 342-1414,60622.0,IL,Chicago,1414 N Milwaukee Avenue,1,1,0
10130,10130,1959,3382,Citizen,(206) 284-1015,98109.0,WA,Seattle,706 Taylor Ave N,0,1,1,Citizen,(206) 284-1015,98109.0,WA,Seattle,706 Taylor Avenue North,0,1,1
10175,10175,567,3195,The Pasta Bowl,(773) 525-2695,60614.0,IL,Chicago,2434 N Clark St,1,1,0,The Wiener's Circle,(773) 477-7444,60614.0,IL,Chicago,2622 N Clark Street,0,1,1
10186,10186,654,3195,Summer House,(773) 634-4100,60614.0,IL,Chicago,1954 N Halsted St,0,1,1,The Wiener's Circle,(773) 477-7444,60614.0,IL,Chicago,2622 N Clark Street,0,1,1
10193,10193,740,3195,D O C Wine Bar,(773) 883-5101,60614.0,IL,Chicago,2602 N Clark St,0,0,0,The Wiener's Circle,(773) 477-7444,60614.0,IL,Chicago,2622 N Clark Street,0,1,1
10334,10334,3007,2168,Church Street Cafe,(415) 621-2233,94114.0,CA,San Francisco,260 Church St,0,1,1,Chloe's Cafe,(415) 648-4116,94114.0,CA,San Francisco,1399 Church Street,0,1,1
10358,10358,2720,2168,Church Street Groceteria,(415) 660-5147,94114.0,CA,San Francisco,300 Church St,0,1,0,Chloe's Cafe,(415) 648-4116,94114.0,CA,San Francisco,1399 Church Street,0,1,1
10368,10368,2933,2168,Rossi’s Delicatessen,(415) 863-4533,94114.0,CA,San Francisco,426 Castro St,0,1,0,Chloe's Cafe,(415) 648-4116,94114.0,CA,San Francisco,1399 Church Street,0,1,1
10371,10371,2956,2168,Churchill,(415) 570-9198,94114.0,CA,San Francisco,198 Church St,0,0,0,Chloe's Cafe,(415) 648-4116,94114.0,CA,San Francisco,1399 Church Street,0,1,1
10591,10591,1145,884,Rebel Coffee,(212) 645-0827,10014.0,NY,New York,19 8th Avenue,0,1,0,Catch,(212) 392-5978,10014.0,NY,New York,21 9th Avenue,0,0,1
10759,10759,1477,1492,Aurora Soho,(212) 334-9020,10013.0,NY,New York,510 Broome St,0,0,1,Aurora Soho,(212) 334-9020,10013.0,NY,New York,510 Broome Street,0,1,1
10901,10901,2739,2354,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero St,0,1,0,Bean Bag Cafe,(415) 563-3634,94117.0,CA,San Francisco,601 Divisadero Street,0,0,1
10905,10905,2798,2354,Bean Bag Cafe,(415) 563-3634,94117.0,CA,San Francisco,601 Divisadero St,0,1,1,Bean Bag Cafe,(415) 563-3634,94117.0,CA,San Francisco,601 Divisadero Street,0,0,1
11216,11216,2801,1874,Manora’s Thai Cuisine,(415) 861-6224,94103.0,CA,San Francisco,1600 Folsom St,1,1,0,Basil Thai Restaurant & Bar,(415) 552-8999,94103.0,CA,San Francisco,1175 Folsom Street,0,1,0
11220,11220,2584,1874,Four Barrel Coffee,(415) 252-0800,94103.0,CA,San Francisco,375 Valencia St,0,1,1,Basil Thai Restaurant & Bar,(415) 552-8999,94103.0,CA,San Francisco,1175 Folsom Street,0,1,0
11230,11230,2935,1874,Basil Thai Restaurant & Bar,(415) 552-8999,94103.0,CA,San Francisco,1175 Folsom St,0,1,0,Basil Thai Restaurant & Bar,(415) 552-8999,94103.0,CA,San Francisco,1175 Folsom Street,0,1,0
11289,11289,2842,2057,Assab Eritrean Restaurant,(415) 441-7083,94118.0,CA,San Francisco,2845 Geary Blvd,0,1,0,Brother's Korean,(415) 387-7991,94118.0,CA,San Francisco,4128 Geary Boulevard,0,1,0
11495,11495,221,464,Pastoral,(312) 658-1250,60601.0,IL,Chicago,53 E Lake St,0,1,1,Pastoral Artisan Cheese,(312) 658-1250,60601.0,IL,Chicago,53 E Lake Street,0,1,0
11510,11510,913,818,Mamoun’s Falafel,(212) 674-8685,10012.0,NY,New York,119 MacDougal St,0,1,1,Mamoun's Falafel,(212) 674-8685,10012.0,NY,New York,119 MacDougal Street,0,1,1
11664,11664,1233,1056,Buvette,(212) 255-3590,10014.0,NY,New York,42 Grove St,0,0,1,Buvette,(212) 255-3590,10014.0,NY,New York,42 Grove Street,0,0,0
11677,11677,2851,1642,Mr Tipple’s Recording Studio,(415) 851-8561,94102.0,CA,San Francisco,39 Fell St,0,0,0,King Of Thai Noodle,(415) 677-9991 (415) 677-9993,94102.0,CA,San Francisco,184 O'Farrell Street,1,1,0
11714,11714,346,599,The Bristol,(773) 862-5555,60647.0,IL,Chicago,2152 N Damen Ave,0,1,0,Arturo's Tacos,(773) 772-4944,60647.0,IL,Chicago,2001 N Western Avenue,1,1,0
11741,11741,591,599,Toast,(773) 772-5600,60647.0,IL,Chicago,2046 N Damen Ave,0,1,1,Arturo's Tacos,(773) 772-4944,60647.0,IL,Chicago,2001 N Western Avenue,1,1,0
11742,11742,604,599,Dimo’s Pizza,(773) 525-4580,60647.0,IL,Chicago,1615 N Damen Ave,1,1,0,Arturo's Tacos,(773) 772-4944,60647.0,IL,Chicago,2001 N Western Avenue,1,1,0
11765,11765,746,599,Cole’s,(773) 276-5802,60647.0,IL,Chicago,2338 N Milwaukee Ave,0,0,0,Arturo's Tacos,(773) 772-4944,60647.0,IL,Chicago,2001 N Western Avenue,1,1,0
11778,11778,796,599,O’s Tap,(773) 342-8945,60647.0,IL,Chicago,2044 N Western Ave,0,0,0,Arturo's Tacos,(773) 772-4944,60647.0,IL,Chicago,2001 N Western Avenue,1,1,0
11816,11816,2540,2215,Wine Down SF,(415) 829-7005,94107.0,CA,San Francisco,685 Folsom Street,0,0,0,The Creamery Cafe,(415) 896-1445,94107.0,CA,San Francisco,685 Fourth Street,0,0,0
12234,12234,2811,1797,Luisa’s Pizza And Pasta,(415) 563-4043,94109.0,CA,San Francisco,1550 California St,0,1,1,Grubstake,(415) 673-8268,94109.0,CA,San Francisco,1525 Pine Street,0,1,0
12301,12301,1248,1482,Malatesta Trattoria,(212) 741-1207,10014.0,NY,New York,649 Washington St,0,1,1,Malatesta Trattoria,(212) 741-1207,10014.0,NY,New York,649 Washington Street,0,0,1
12786,12786,2482,2271,Sushi Zone,(415) 621-1114,94103.0,CA,San Francisco,1815 Market St,0,0,0,It's Tops Coffee Shop,(415) 431-6395,94103.0,CA,San Francisco,1801 Market Street,0,0,0
13013,13013,2758,1646,The Monk’s Kettle,(415) 865-9523,94103.0,CA,San Francisco,3141 16th St,0,1,1,Pancho Villa Taqueria,(415) 864-8840,94103.0,CA,San Francisco,3071 16th Street,0,1,0
13017,13017,2901,1646,Pancho Villa Taqueria,(415) 864-8840,94103.0,CA,San Francisco,3071 16th St,0,1,0,Pancho Villa Taqueria,(415) 864-8840,94103.0,CA,San Francisco,3071 16th Street,0,1,0
13027,13027,3071,1646,Maruya,(415) 503-0702,94103.0,CA,San Francisco,2931 16th St,0,0,0,Pancho Villa Taqueria,(415) 864-8840,94103.0,CA,San Francisco,3071 16th Street,0,1,0
13042,13042,3048,2225,La Santaneca,(415) 648-1034,94110.0,CA,San Francisco,3781 Mission St,0,1,0,Ichi Sushi,(415) 525-4750,94110.0,CA,San Francisco,3282 Mission Street,0,1,0
13189,13189,1329,1424,Clover Club,(718) 855-7939,11201.0,NY,Brooklyn,210 Smith St,0,0,0,Bar Tabac,(718) 923-0918,11201.0,NY,Brooklyn,128 Smith Street,0,0,1
13249,13249,974,1300,Sushi Azabu,(212) 274-0428,10013.0,NY,New York,428 Greenwich St,1,1,0,Amici II,(212) 334-3869,10013.0,NY,New York,165 Mulberry Street,0,1,0
13469,13469,5,126,Alinea,(312) 867-0110,60614.0,IL,Chicago,1723 N Halsted St,0,0,0,Mon Ami Gabi,(773) 348-8886,60614.0,IL,Chicago,2300 N. Lincoln Park West,0,1,1
13504,13504,356,126,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614.0,IL,Chicago,2121 N Clark St,0,1,0,Mon Ami Gabi,(773) 348-8886,60614.0,IL,Chicago,2300 N. Lincoln Park West,0,1,1
13507,13507,467,126,Mon Ami Gabi,(773) 348-8886,60614.0,IL,Chicago,2300 N Lincoln Park W,1,1,1,Mon Ami Gabi,(773) 348-8886,60614.0,IL,Chicago,2300 N. Lincoln Park West,0,1,1
13544,13544,466,126,Macku Sushi,(773) 880-8012,60614.0,IL,Chicago,2239 N Clybourn Ave,1,1,0,Mon Ami Gabi,(773) 348-8886,60614.0,IL,Chicago,2300 N. Lincoln Park West,0,1,1
13621,13621,2905,2243,Marcello’s Pizza,(415) 863-3900,94114.0,CA,San Francisco,420 Castro St,1,1,1,Zapata,(415) 861-4470,94114.0,CA,San Francisco,4150 18th Street,0,1,0
13642,13642,3061,2243,Eureka Restaurant & Lounge,(415) 431-6000,94114.0,CA,San Francisco,4063 18th St,0,1,0,Zapata,(415) 861-4470,94114.0,CA,San Francisco,4150 18th Street,0,1,0
13787,13787,2221,3420,Pike’s Pit Bar-B-Que,(206) 538-0779,98101.0,WA,Seattle,1505 Pike Place Market,0,1,1,P.F. Chang's,(206) 393-0070,98101.0,WA,Seattle,400 Pine Street Westlake Center Level 1,0,1,0
13801,13801,1897,3420,Tango,(206) 583-0382,98101.0,WA,Seattle,1100 Pike St,0,1,0,P.F. Chang's,(206) 393-0070,98101.0,WA,Seattle,400 Pine Street Westlake Center Level 1,0,1,0
14298,14298,2014,3435,Alibi Room,(206) 623-3180,98101.0,WA,Seattle,85 Pike St,0,1,0,Kastoori Grill,(206) 441-5456,98101.0,WA,Seattle,Pike Place Market,0,1,0
14309,14309,1241,985,Sakagura,(212) 953-7253,10017.0,NY,New York,211 E 43rd St,0,0,0,Sakagura,(212) 953-7253,10017.0,NY,New York,211 E 43rd Street,0,0,0
14683,14683,2108,3388,Macrina Bakery & Cafe,(206) 283-5900,98119.0,WA,Seattle,615 W McGraw St,0,1,1,Macrina Bakery,(206) 283-5900,98119.0,WA,Seattle,615 West McGraw Street,0,1,0
14761,14761,2716,1962,The House,(415) 986-8612,94133.0,CA,San Francisco,1230 Grant Ave,0,1,0,Cafe Jacqueline,(415) 981-5565,94133.0,CA,San Francisco,1454 Grant Avenue,0,0,0
14871,14871,2801,1833,Manora’s Thai Cuisine,(415) 861-6224,94103.0,CA,San Francisco,1600 Folsom St,1,1,0,Rocco's Cafe,(415) 554-0522,94103.0,CA,San Francisco,1131 Folsom Street,0,1,0
14966,14966,1001,1212,Murray’s Cheese Bar,(646) 476-8882,10014.0,NY,New York,264 Bleecker St,0,1,0,Blind Tiger,(212) 462-4682,10014.0,NY,New York,281 Bleecker Street,0,1,0
14968,14968,1177,1212,Blind Tiger Ale House,(212) 462-4682,10014.0,NY,New York,281 Bleecker St,0,0,0,Blind Tiger,(212) 462-4682,10014.0,NY,New York,281 Bleecker Street,0,1,0
14970,14970,1324,1212,John’s Of Bleecker Street,(212) 243-1680,10014.0,NY,New York,278 Bleecker St,0,1,0,Blind Tiger,(212) 462-4682,10014.0,NY,New York,281 Bleecker Street,0,1,0
14982,14982,2379,3426,Anchored Ship Coffee Bar,(206) 484-5143,98107.0,WA,Seattle,5306 Ballard Ave NW,0,1,1,Ristorante Picolinos,(206) 781-8000,98107.0,WA,Seattle,6415 32nd Avenue NW,0,1,1
15003,15003,2358,3426,Pie Bar Ballard,(206) 535-8489,98107.0,WA,Seattle,2218 NW Market St,0,1,0,Ristorante Picolinos,(206) 781-8000,98107.0,WA,Seattle,6415 32nd Avenue NW,0,1,1
15017,15017,2335,3362,The 5 Point Café,(206) 508-4793,98121.0,WA,Seattle,415 Cedar St,0,1,1,The 5 Point Cafe,(206) 448-9991,98121.0,WA,Seattle,415 Cedar Street,0,1,1
15070,15070,673,322,Sable,(312) 755-9704,60654.0,IL,Chicago,505 N State St,0,1,1,Meli Cafe,(312) 527-1850,60654.0,IL,Chicago,540 N. Wells Street,0,1,0
15100,15100,276,322,Mastro’s Steakhouse,(312) 521-5100,60654.0,IL,Chicago,520 N Dearborn St,0,1,0,Meli Cafe,(312) 527-1850,60654.0,IL,Chicago,540 N. Wells Street,0,1,0
15146,15146,1464,1133,Auntie Guan’s Kitchen 108,(212) 206-8388,10011.0,NY,New York,108 W 14th St,1,1,0,Chelsea Pizza 23,(212) 206-0999,10011.0,NY,New York,268 West 23rd Street,1,1,0
15178,15178,2582,1851,Italian Homemade Company,(415) 712-8874,94133.0,CA,San Francisco,716 Columbus Ave,0,1,1,The Italian Homemade Company,(415) 712-8874,94133.0,CA,San Francisco,716 Columbus Avenue,0,0,0
15274,15274,1562,863,Bleecker Street Pizza,(212) 924-4466,10014.0,NY,New York,69 7th Ave S,1,1,1,Bar Pitti,(212) 982-3300,10014.0,NY,New York,268 6th Avenue,0,0,1
15404,15404,2474,1814,Arizmendi Bakery,(415) 566-3117,94122.0,CA,San Francisco,1331 9th Ave,0,1,1,Arizmendi Bakery,(415) 566-3117,94122.0,CA,San Francisco,1331 9th Avenue,0,1,0
15677,15677,2300,3288,Portage Bay Café,(206) 547-8230,98105.0,WA,Seattle,4130 Roosevelt Way NE,0,1,1,Agua Verde Cafe,(206) 545-8570,98105.0,WA,Seattle,1303 NE Boat Street,0,1,1
15730,15730,2399,3403,Blackboard Bistro,(206) 257-4832,98116.0,WA,Seattle,3247 California Ave SW,0,1,1,Fresh Bistro,(206) 935-3733,98116.0,WA,Seattle,4725 42nd Avenue SW,1,1,1
15761,15761,1072,1462,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001.0,NY,New York,286 8th Ave,1,1,0,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001.0,NY,New York,286 8th Avenue,1,1,0
15765,15765,1316,1462,The NoMad Bar,(212) 796-1500,10001.0,NY,New York,10 W 28th St,0,0,0,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001.0,NY,New York,286 8th Avenue,1,1,0
15766,15766,1330,1462,NY Pizza Suprema,(212) 594-8939,10001.0,NY,New York,413 8th Ave,1,1,0,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001.0,NY,New York,286 8th Avenue,1,1,0
15799,15799,20,43,Bavette’s Bar & Boeuf,(312) 624-8154,60654.0,IL,Chicago,218 W Kinzie St,0,0,0,Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654.0,IL,Chicago,33 W Kinzie Street,0,1,1
15804,15804,442,43,The Library,(312) 464-9544,60654.0,IL,Chicago,230 W Kinzie St,0,0,0,Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654.0,IL,Chicago,33 W Kinzie Street,0,1,1
15818,15818,238,43,RPM Steak,(312) 284-4990,60654.0,IL,Chicago,66 W. Kinzie St,1,1,1,Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654.0,IL,Chicago,33 W Kinzie Street,0,1,1
15820,15820,246,43,Gilt Bar,(312) 464-9544,60654.0,IL,Chicago,230 W Kinzie St,0,0,1,Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654.0,IL,Chicago,33 W Kinzie Street,0,1,1
15822,15822,303,43,Siena Tavern,(312) 595-1322,60654.0,IL,Chicago,51 W Kinzie St,0,1,1,Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654.0,IL,Chicago,33 W Kinzie Street,0,1,1
15963,15963,2196,3459,The Saint,(206) 323-9922,98122.0,WA,Seattle,1416 E Olive Way,0,1,0,The Saint,(206) 323-9922,98122.0,WA,Seattle,1416 East Olive Way,0,0,0
17286,17286,2098,3432,Marination Ma Kai,(206) 328-8226,98126.0,WA,Seattle,1660 Harbor Ave SW,0,1,1,Marination Ma Kai,(206) 328-8226,98126.0,WA,Seattle,1660 Harbor Avenue,0,1,1
17390,17390,700,3193,North Pond,(773) 477-5845,60614.0,IL,Chicago,2610 N Cannon Dr,0,0,0,Goose Island Brewpub,(312) 915-0071,60614.0,IL,Chicago,1800 N Clybourn Avenue,0,1,0
17441,17441,2163,3341,Tutta Bella Neapolitan Pizzeria,(206) 633-3800,98103.0,WA,Seattle,4411 Stone Way N,0,1,1,Tutta Bella Neapolitan Pizzeria,(206) 633-3800,98103.0,WA,Seattle,4411 Stone Way North,0,1,1
17866,17866,863,1014,L’Artusi,(212) 255-5757,10014.0,NY,New York,228 W 10th St,0,0,0,L'Artusi,(212) 255-5757,10014.0,NY,New York,228 West 10th Street,0,0,0
17990,17990,2663,1966,HRD,(415) 543-2355,94107.0,CA,San Francisco,521A 3rd St,1,1,0,HRD,(415) 543-2355,94107.0,CA,San Francisco,521 3rd Street,1,1,0
18055,18055,1905,3431,Le Fournil,(206) 328-6523,98102.0,WA,Seattle,3230 Eastlake Ave E,0,1,0,Le Fournil,(206) 328-6523,98102.0,WA,Seattle,3230 Eastlake Avenue E,0,1,0
18473,18473,762,600,George Street Pub,(773) 661-6635,60657.0,IL,Chicago,2858 N Halsted St,0,0,1,Clark Street Dog,(773) 281-6690,60657.0,IL,Chicago,3040 N. Clark Street,1,1,1
19294,19294,2893,1776,Hog Island Oyster Co,(415) 391-7117,94111.0,CA,San Francisco,1 Ferry Bldg,0,0,1,Acme Bread Company,(415) 288-2978,94111.0,CA,San Francisco,Ferry Building,0,0,0
19295,19295,3018,1776,Humphry Slocombe Ice Cream,(415) 550-6971,94111.0,CA,San Francisco,1 Ferry Bldg,0,1,0,Acme Bread Company,(415) 288-2978,94111.0,CA,San Francisco,Ferry Building,0,0,0
19470,19470,622,595,Bricks,(312) 255-0851,60614.0,IL,Chicago,1909 N Lincoln Ave,1,1,0,Bricks,(312) 255-0851,60614.0,IL,Chicago,1909 N Lincoln Avenue,1,1,0
19507,19507,2229,3332,Smith,(206) 709-1900,98112.0,WA,Seattle,332 15th Ave E,0,1,0,Smith,(206) 709-1900,98112.0,WA,Seattle,332 15th Avenue East,0,1,0
19538,19538,2425,1599,Anchor Oyster Bar,(415) 431-3990,94114.0,CA,San Francisco,579 Castro St,0,1,0,Anchor Oyster Bar,(415) 431-3990,94114.0,CA,San Francisco,579 Castro Street,0,1,1
19560,19560,2238,3360,Barrio Mexican Kitchen & Bar,(206) 588-8105,98122.0,WA,Seattle,1420 12th Ave,0,1,1,Ba Bar,(206) 328-2030,98122.0,WA,Seattle,550 12th Avenue,0,1,0
19564,19564,2351,3360,Oddfellows Cafe & Bar,(206) 325-0807,98122.0,WA,Seattle,1525 10th Ave,0,1,1,Ba Bar,(206) 328-2030,98122.0,WA,Seattle,550 12th Avenue,0,1,0
19777,19777,298,24,Xoco,(312) 661-1434,60654.0,IL,Chicago,449 N Clark St,0,1,1,Quartino,(312) 698-5000,60654.0,IL,Chicago,626 N State Street,0,1,1
19784,19784,375,24,Quartino,(312) 698-5000,60654.0,IL,Chicago,626 N State St,0,1,1,Quartino,(312) 698-5000,60654.0,IL,Chicago,626 N State Street,0,1,1
19788,19788,418,24,Roy’s - Chicago,(312) 787-7599,60654.0,IL,Chicago,720 N State St,0,0,1,Quartino,(312) 698-5000,60654.0,IL,Chicago,626 N State Street,0,1,1
19801,19801,428,24,Roka Akor - Chicago,(312) 477-7652,60654.0,IL,Chicago,456 N Clark St,0,1,1,Quartino,(312) 698-5000,60654.0,IL,Chicago,626 N State Street,0,1,1
19922,19922,3035,1551,Mama’s On Washington Square,(415) 362-6421,94133.0,CA,San Francisco,1701 Stockton St,0,0,0,Tony's Pizza Napoletana,(415) 835-9888,94133.0,CA,San Francisco,1570 Stockton Street,0,1,1
20269,20269,43,260,Joe’s Seafood,(312) 379-5637,60611.0,IL,Chicago,60 E Grand Ave,1,1,0,Soupbox,(312) 951-5900,60611.0,IL,Chicago,50 E. Avenue,0,1,1
20924,20924,2866,1654,Maven,(415) 829-7982,94117.0,CA,San Francisco,598 Haight St,0,1,0,Memphis Minnie's,(415) 864-7675,94117.0,CA,San Francisco,576 Haight Street,1,1,0
20986,20986,3035,1753,Mama’s On Washington Square,(415) 362-6421,94133.0,CA,San Francisco,1701 Stockton St,0,0,0,Tony's Coal-Fired Pizza and Slice House,(415) 835-9888,94133.0,CA,San Francisco,1556 Stockton Street,0,1,1
20999,20999,90,392,MK Restaurant,(312) 482-9179,60610.0,IL,Chicago,868 N Franklin St,0,0,0,Rainforest Cafe,(312) 787-1501,60610.0,IL,Chicago,605 N Clark Street,0,1,0
21553,21553,630,150,Bistro Campagne,(773) 271-6100,60625.0,IL,Chicago,4518 N Lincoln Ave,0,1,1,Chicago Brauhaus,(773) 784-4444,60625.0,IL,Chicago,4732 N Lincoln Avenue,0,1,0
21658,21658,1815,3378,Momiji,(206) 457-4068,98122.0,WA,Seattle,1522 12th Ave,0,1,0,Momiji,(206) 457-4068,98122.0,WA,Seattle,1522 12th Avenue,0,1,0
21659,21659,1974,3378,Mamnoon,(206) 906-9606,98122.0,WA,Seattle,1508 Melrose Ave,0,1,0,Momiji,(206) 457-4068,98122.0,WA,Seattle,1522 12th Avenue,0,1,0
21666,21666,385,8,Lou Malnati’s Pizzeria,(312) 828-9800,60654.0,IL,Chicago,439 N Wells St,1,1,1,Lou Malnati's Pizzeria,(312) 828-9800,60654.0,IL,Chicago,439 N Wells Street,1,1,1
21669,21669,509,8,Ruth’s Chris Steak House,(312) 321-2725,60654.0,IL,Chicago,431 N Dearborn St,0,1,0,Lou Malnati's Pizzeria,(312) 828-9800,60654.0,IL,Chicago,439 N Wells Street,1,1,1
21689,21689,132,427,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611.0,IL,Chicago,100 E Walton St,0,1,1,Andy's Jazz Club and Restaurant,(312) 642-6805,60611.0,IL,Chicago,11 E Hubbard Street,0,1,0
21701,21701,344,427,RL Restaurant,(312) 475-1100,60611.0,IL,Chicago,115 E Chicago Ave,0,0,1,Andy's Jazz Club and Restaurant,(312) 642-6805,60611.0,IL,Chicago,11 E Hubbard Street,0,1,0
21706,21706,430,427,Gyu-Kaku Japanese BBQ,(312) 266-8929,60611.0,IL,Chicago,210 E Ohio St,0,1,1,Andy's Jazz Club and Restaurant,(312) 642-6805,60611.0,IL,Chicago,11 E Hubbard Street,0,1,0
21709,21709,476,427,New Rebozo Chicago,(312) 202-9141,60611.0,IL,Chicago,46 E Superior St,1,1,1,Andy's Jazz Club and Restaurant,(312) 642-6805,60611.0,IL,Chicago,11 E Hubbard Street,0,1,0
21720,21720,653,427,Pierrot Gourmet,(312) 573-6749,60611.0,IL,Chicago,108 E Superior St,0,1,1,Andy's Jazz Club and Restaurant,(312) 642-6805,60611.0,IL,Chicago,11 E Hubbard Street,0,1,0
21825,21825,3001,1515,Stella Pastry & Cafe,(415) 986-2914,94133.0,CA,San Francisco,446 Columbus Ave,0,1,0,The Stinking Rose,(415) 781-7673,94133.0,CA,San Francisco,325 Columbus Avenue,0,0,0
22209,22209,2094,3319,Local 360,(206) 441-9360,98121.0,WA,Seattle,2234 1st Ave,0,1,1,Local 360,(206) 441-9360,98121.0,WA,Seattle,2234 1st Avenue,0,1,1
22384,22384,1680,3319,List,(206) 441-1000,98121.0,WA,Seattle,2226 1st Ave,0,0,1,Local 360,(206) 441-9360,98121.0,WA,Seattle,2234 1st Avenue,0,1,1
22387,22387,1738,3319,Lola,(206) 441-1430,98121.0,WA,Seattle,2000 4th Ave,0,1,1,Local 360,(206) 441-9360,98121.0,WA,Seattle,2234 1st Avenue,0,1,1
22398,22398,1910,3319,Dahlia Lounge,(206) 682-4142,98121.0,WA,Seattle,2001 4th Ave,0,1,0,Local 360,(206) 441-9360,98121.0,WA,Seattle,2234 1st Avenue,0,1,1
22553,22553,1020,1004,B Side Pizza & Wine Bar,(646) 679-7225,10019.0,NY,New York,370 W 51st St,0,1,0,Bill's Bar & Burger,(212) 705-8510 (646) 439-1475,10019.0,NY,New York,16 W 51st Street,1,1,0
22992,22992,3035,1540,Mama’s On Washington Square,(415) 362-6421,94133.0,CA,San Francisco,1701 Stockton St,0,0,0,Mama's on Washington Square,(415) 362-6421,94133.0,CA,San Francisco,1701 Stockton Street,0,0,0
23070,23070,3052,1873,Matching Half Cafe,(415) 674-8699,94115.0,CA,San Francisco,1799 McAllister St,0,1,1,Green Chile Kitchen,(415) 440-9411 (415) 440-9412,94115.0,CA,San Francisco,1801 McAllister Street,0,1,1
23087,23087,2742,1993,Arinell Pizza,(415) 255-1303,94110.0,CA,San Francisco,509 Valencia St,0,1,0,El Toro Taqueria,(415) 431-3351,94110.0,CA,San Francisco,598 Valencia Street,0,1,0
23092,23092,2913,1993,Taqueria el Buen Sabor,(415) 552-8816,94110.0,CA,San Francisco,697 Valencia St,0,1,0,El Toro Taqueria,(415) 431-3351,94110.0,CA,San Francisco,598 Valencia Street,0,1,0
23096,23096,3045,1993,Yuzuki Japanese Eatery,(415) 556-9898,94110.0,CA,San Francisco,598 Guerrero St,0,0,0,El Toro Taqueria,(415) 431-3351,94110.0,CA,San Francisco,598 Valencia Street,0,1,0
23519,23519,571,241,Mama Milano’s Pizza Bar,(312) 787-3710,60610.0,IL,Chicago,1419 N Wells St,1,1,1,Bull & Bear,(312) 527-5973,60610.0,IL,Chicago,431 North Wells Street,0,1,1
23569,23569,748,79,Alliance Bakery & Cafe,(773) 278-0366,60622.0,IL,Chicago,1736 W Division St,0,1,1,Smoke Daddy,(773) 772-6656,60622.0,IL,Chicago,1804 W. Division Street,1,1,1
23605,23605,3001,2153,Stella Pastry & Cafe,(415) 986-2914,94133.0,CA,San Francisco,446 Columbus Ave,0,1,0,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133.0,CA,San Francisco,1040 Columbus Avenue,0,1,0
23610,23610,2750,2153,Eight AM,(415) 292-4888,94133.0,CA,San Francisco,1323 Columbus Ave,0,1,1,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133.0,CA,San Francisco,1040 Columbus Avenue,0,1,0
23629,23629,2974,2153,Curry Leaf,(415) 440-4293,94133.0,CA,San Francisco,943 Columbus Ave,0,1,1,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133.0,CA,San Francisco,1040 Columbus Avenue,0,1,0
23638,23638,2582,2153,Italian Homemade Company,(415) 712-8874,94133.0,CA,San Francisco,716 Columbus Ave,0,1,1,Kennedy's Irish Pub and Curry House,(415) 441-8855,94133.0,CA,San Francisco,1040 Columbus Avenue,0,1,0
23693,23693,613,679,Little Bad Wolf,(773) 942-6399,60660.0,IL,Chicago,1541 W Bryn Mawr Ave,0,0,1,That Little Mexican Cafe,(773) 769-1004,60660.0,IL,Chicago,1055 W. Bryn Mawr Avenue,0,1,1
