id,Name,Phone,Zipcode,State,City,Address,Delivery,Takeout,Outdoor_seating
286,Hard Rock Cafe,(312) 943-2252,60654,IL,Chicago,63 W Ontario Street,0,1,1
287,Aurelio's Pizza,(708) 798-8050,60430,IL,Chicago,18162 Harwood Avenue,1,1,1
288,The Hampton Social,(312) 464-0500,60654,IL,Chicago,353 W Hubbard Street,0,1,0
289,Beatrix,(312) 284-1377,60654,IL,Chicago,519 N Clark Street,0,1,1
290,Swedish Bakery,(773) 561-8919,60640,IL,Chicago,5348 N. Clark Stree,0,1,0
291,Le Bouchon,(773) 862-6600,60647,IL,Chicago,1958 N Damen Avenue,0,1,0
292,Ada Street,(773) 697-7069,60642,IL,Chicago,1664 N Ada Street,0,0,1
293,La Creperie,(773) 528-9050,60657,IL,Chicago,2845 North Clark Street,0,1,1
294,Indie Cafe,(773) 561-5577,60660,IL,Chicago,5951 N. Broadway Street,1,1,1
295,Clarke's,(847) 864-1610,60201,IL,Evanston,720 Clark Street,1,1,0
296,Demera Ethiopian,(773) 334-8787,60640,IL,Chicago,4801 N Broadway Street,1,1,1
297,J.P. Graziano,(312) 666-4587,60607,IL,Chicago,901 West Randolph Street,1,1,1
298,Weber Grill Restaurant,(630) 953-8880,60148,IL,Lombard,2331 Fountain Square Drive,1,1,1
299,Yoshi's Cafe,(773) 248-6160,60657,IL,Chicago,3257 N. Halsted Street,0,1,1
300,Tiffin,(773) 338-2143,60659,IL,Chicago,2536 W. Devon Avenue,1,1,0
301,Native Foods Café,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Avenue,1,1,1
302,Pete Miller's Steakhouse,(847) 328-0399,60201,IL,Chicago,1557 Sherman Avenue,0,1,0
303,Flaco's Tacos,(312) 922-8226,60605,IL,Chicago,725 S Dearborn Street,1,1,1
304,Cheesie's Pub & Grub,(773) 388-1574,60657,IL,Chicago,958 W Belmont Avenue,1,1,0
305,Everest,(312) 663-8920,60605,IL,Chicago,440 40th Floor S LaSalle Street,0,0,0
306,Flo,(312) 243-0477,60622,IL,Chicago,1434 W Chicago Avenue,0,1,1
307,Gioco,(312) 939-3870,60605,IL,Chicago,1312 S Wabash Avenue,0,1,1
308,Anteprima,(773) 506-9990,60640,IL,Chicago,5316 N. Clark Street,0,1,1
309,Beef and Brandy,(312) 372-2987,60603,IL,Chicago,127 S State Street,0,1,0
310,Ruth's Chris Steak House,(312) 321-2725,60654,IL,Chicago,431 N Dearborn Street,0,1,0
311,Affresco,(847) 292-0233,60018,IL,Chicago,11 N. Northwest Highway,1,1,1
312,Hamada of Japan,(708) 444-2255,60477,IL,Chicago,18310 North Creek Drive,0,1,0
313,Heartland Cafe,(773) 465-8005,60626,IL,Chicago,7000 N Glenwood Avenue,1,1,1
314,Bijan's Bistro,(312) 202-1904,60611,IL,Chicago,663 N State Street,1,1,1
315,Chilam Balam,(773) 296-6901,60657,IL,Chicago,3023 N. Broadway Street,0,1,0
316,Bar Toma,(312) 266-3110,60611,IL,Chicago,110 E Pearson Street,1,1,1
317,White Palace Grill,(312) 939-7167,60607,IL,Chicago,1159 S. Canal Street,0,1,0
318,Michael Jordan's Steak House,(312) 321-8823,60611,IL,Chicago,505 N Michigan Avenue,0,1,0
319,Jerry's,(773) 235-1006,60622,IL,Chicago,1938 W. Division Street,1,1,1
320,BAT 17,(847) 733-7117,60201,IL,Chicago,1709 Benson Avenue,0,1,0
321,Cho Sun Ok,(773) 549-5555,60618,IL,Chicago,4200 N Lincoln Avenue,0,1,0
322,Meli Cafe,(312) 527-1850,60654,IL,Chicago,540 N. Wells Street,0,1,0
323,Balena,(312) 867-3888,60614,IL,Chicago,1633 N Halsted Street,1,1,0
324,Hash House a Go Go,(312) 202-0994,60610,IL,Chicago,1212 N State Street,1,1,1
325,Kaiser Tiger,(312) 243-3100,60607,IL,Chicago,1415 W. Randolph Street,0,1,1
326,Half Shell,(773) 549-1773,60614,IL,Chicago,676 West Diversey Parkway,0,1,1
327,Valois Cafeteria,(773) 667-0647,60615,IL,Chicago,1518 E 53rd Street,0,1,0
328,Potbelly,(773) 582-1234,60638,IL,Chicago,Chicago Midway International Airport,0,1,0
329,Ram Restaurant & Brewery,(847) 520-1222,60090,IL,Wheeling,700 N. Milwaukee Avenue,0,1,1
330,Dick's Last Resort,(312) 836-7870,60610,IL,Chicago,315 N Dearborn Street,0,1,1
331,Harry Caray's Tavern,(312) 527-9700,60611,IL,Chicago,700 E. Grand Avenue Navy Pier,0,1,0
332,PR Italian Bistro,(773) 404-8955,60613,IL,Chicago,3908 North Sheridan Road,0,0,1
333,Texas de Brazil,(312) 595-0913,60611,IL,Chicago,210 E. Illinois Street,0,1,0
334,Arun's,(773) 539-1909,60618,IL,Chicago,4156 N Kedzie Avenue,0,0,0
335,Dao Thai,(312) 337-0000,60611,IL,Chicago,230 E Ohio Street,0,1,1
336,Parson's Chicken & Fish,(773) 384-3333,60647,IL,Chicago,2952 W. Armitage Avenue,0,1,1
337,Original Rainbow Cone,(773) 238-7075,60643,IL,Chicago,9233 S Western Avenue,0,1,1
338,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 North Broadway Street,0,1,1
339,Sushi Station,(847) 593-2450,60008,IL,Chicago,1641 Algonquin Road,1,1,0
340,Mity Nice Grill,(312) 335-4745,60611,IL,Chicago,Water Tower Place,0,1,0
341,Staropolska Restaurant,(773) 342-0779,60618,IL,Chicago,3030 N. Milwaukee Avenue,0,1,0
342,Elly's Pancake House,(312) 643-2300,60610,IL,Chicago,101 W. North Avenue,0,1,0
343,Pho 777,(773) 561-9909,60640,IL,Chicago,1065 W. Argyle Street,0,1,0
344,Union Sushi + Barbeque Bar,(312) 662-4888,60654,IL,Chicago,230 W. Erie Street,0,1,0
345,Opart Thai House,(312) 567-9898,60616,IL,Chicago,1906 S. State Street,1,1,0
346,Nana,(312) 929-2486,60608,IL,Chicago,3267 S. Halsted Street,1,1,1
347,Yusho,(773) 754-8095,60618,IL,Chicago,2853 N. Kedzie Avenue,0,1,0
348,Prasino,(708) 469-7058,60525,IL,La Grange,93 S.  Road,0,1,1
349,Arami,(312) 243-1535,60622,IL,Chicago,1829 W. Chicago Avenue,1,1,0
350,Wok 'n Fire,(630) 444-3580,60174,IL,St Charles,181 S. 1st Street,0,1,0
351,Pequod's Pizza,(847) 470-9161,60053,IL,Morton Grove,8520 Fernald Avenue,1,1,0
352,D4 Irish Pub & Cafe,(312) 624-8385,60611,IL,Chicago,345 E Ohio Street,1,1,1
353,Harry Caray's Italian Steakhouse & Bar,(847) 699-1200,60018,IL,Chicago,10233 W. Higgins Road,0,1,1
354,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N. Halsted Street,0,1,0
355,Flat Top Grill,(847) 570-0100,60201,IL,Chicago,707 Church Street,0,1,1
356,City Winery Chicago,(312) 733-9463,60607,IL,Chicago,1200 W Randolph Street,0,0,1
357,Eggy's Diner,(773) 234-3449,60601,IL,Chicago,333 E Benton Place,1,1,0
358,Bakin' & Eggs,(773) 525-7005,60657,IL,Chicago,3120 N. Lincoln Avenue,0,1,0
359,Cedars Mediterranean Kitchen,(773) 324-6227,60615,IL,Chicago,1206 E 53rd Street,1,1,0
360,Orso's,(312) 787-6604,60610,IL,Chicago,1401 N Wells Street,1,1,1
361,Indian Harvest,(630) 579-9500,60563,IL,Chicago,796 Royal St. George Drive,1,1,1
362,Monk's Pub,(312) 357-6665,60606,IL,Chicago,205 W Lake Street,0,1,0
363,Cooper's Hawk Winery & Restaurant,(708) 633-0200,60462,IL,Chicago,15690 S. Harlem Avenue,1,1,1
364,Shanghai Terrace,(312) 573-6744,60611,IL,Chicago,108 E. Superior Street,0,1,1
365,Wild Tuna Contemporary Sushi,(630) 420-8801,60564,IL,Chicago,3344 South Route 59,0,1,1
366,Grange Hall Burger Bar,(312) 491-0844,60607,IL,Chicago,844 W Randolph Street,1,1,1
367,Friendship Chinese Restaurant,(773) 227-0970,60618,IL,Chicago,2830 N Milwaukee Avenue,1,1,0
368,Taco Joint,(312) 951-2457,60614,IL,Chicago,1969 N Halsted Street,1,1,0
369,Sabri Nihari,(773) 743-6200 (773) 465-0899,60659,IL,Chicago,2502 Devon Avenue,0,1,0
370,Aliano's Ristorante,(630) 406-9400,60510,IL,Batavia,90 N. Island Avenue,1,1,1
371,Riva Crabhouse,(312) 644-7482,60611,IL,Chicago,700 E Grand Avenue,0,1,1
372,Fountainhead,(773) 697-8204,60613,IL,Chicago,1970 W Montrose Avenue,0,1,0
373,Sullivan's Steakhouse,(630) 305-0230,60540,IL,Naperville,244 S. Main Street,0,1,0
374,Carlucci Rosemont,(847) 518-0990,60018,IL,Chicago,6111 N River Road,0,1,1
375,Stockholm's,(630) 208-7070,60134,IL,Geneva,306 W. State Street,0,1,1
376,312 Chicago,(312) 696-2420,60602,IL,Chicago,36 N LaSalle Street,0,1,1
377,Jin Ju,(773) 334-6377,60640,IL,Chicago,5203 N. Clark Street,0,1,0
378,Butcher & The Burger,(773) 697-3735,60614,IL,Chicago,1021 W Armitage Avenue,1,1,1
379,Nando's,(312) 488-3062,60607,IL,Chicago,953 W. Randolph Street,0,1,1
380,Sunny Side Up & Coffee Shop,(312) 930-4242,60611,IL,Chicago,42 East Superior Street,0,1,1
381,Prairie Grass Cafe,(847) 205-4433,60062,IL,Chicago,601 Skokie Boulevard,0,1,0
382,Antico Posto,(630) 586-9200,60523,IL,Chicago,118 Oakbrook Center,1,1,1
383,Tanta,(312) 222-9700,60654,IL,Chicago,118 West Grand Avenue,0,0,0
384,Osteria Via Stato,(312) 642-8450,60654,IL,Chicago,620 North State Street Embassy Suites Chicago Downtown,1,1,1
385,Zia's Trattoria,(773) 775-0808,60631,IL,Chicago,6699 N. Northwest Highway,0,1,0
386,Buona Terra,(773) 289-3800,60647,IL,Chicago,2535 N California Avenue,0,1,1
387,Olive Garden,(630) 355-2818,60540,IL,Naperville,620 IL-Route 59,0,1,0
388,Lyfe Kitchen,(312) 836-5933,60654,IL,Chicago,419 North Clark Street,0,1,1
389,Chama Gaucha,(630) 324-6002,60515,IL,Chicago,3008 Finley Road,0,1,0
390,Hutch,(773) 248-1155,60657,IL,Chicago,3301 N. Clark Street,0,1,1
391,Flo & Santos,(312) 566-9817,60605,IL,Chicago,1310 S Wabash Avenue,0,1,1
392,Rainforest Cafe,(312) 787-1501,60610,IL,Chicago,605 N Clark Street,0,1,0
393,Triple Crown Restaurant,(312) 842-0088,60616,IL,Chicago,2217 S Wentworth Avenue,1,1,0
394,Casa Bonita,(847) 362-4400,60048,IL,Libertyville,633 N Milwaukee Avenue,0,1,1
395,Green Basil Thai Restaurant,(847) 918-8858,60061,IL,Chicago,701 N. Milwaukee Avenue,1,1,1
396,Fireside Restaurant & Lounge,(773) 561-7433,60660,IL,Chicago,5739 N Ravenswood Avenue,0,1,0
397,Palmer Place Restaurant & Biergarten,(708) 482-7127,60525,IL,Chicago,56 S. La Grange Road,0,1,0
398,Andie's,(773) 784-8616,60640,IL,Chicago,5253 N Clark Street,1,1,1
399,Sullivan's Steakhouse,(312) 527-3510,60610,IL,Chicago,415 N. Dearborn Street,0,1,0
400,Macku Sushi,(773) 880-8012,60614,IL,Chicago,2239 N Clybourn Avenue,1,1,0
401,Toast,(773) 772-5600 (773) 935-5600,60647,IL,Chicago,2046 N Damen Avenue,0,1,1
402,Hackney's on Harms,(847) 724-5577,60025,IL,Glenview,1241 Harms Road,0,1,1
403,Bub City,(312) 610-4200,60654,IL,Chicago,435 North Clark Street,0,1,1
404,Nookies Too,(773) 327-1400,60614,IL,Chicago,2114 N. Halsted Street,0,1,0
405,Mickey Finn's Brewery,(847) 362-6688,60048,IL,Chicago,345 N Milwaukee Avenue,0,1,0
406,Stonewood Ale House,(847) 805-0202,60173,IL,Chicago,601 Mall Drive,0,1,1
407,GreenRiver,(312) 337-0101,60611,IL,Chicago,259 E Erie Street Northwestern Memorial Hospital,0,1,1
408,Aloha Eats,(773) 935-6828,60614,IL,Chicago,2534 N. Clark Street,1,1,0
409,Pita Inn,(847) 759-9990,60016,IL,Chicago,9854 Milwaukee Avenue,0,1,1
410,Ann Sather,(773) 305-0024,60657,IL,Chicago,3415 North Broadway Street,0,1,1
411,Mirai,(773) 862-8500,60622,IL,Chicago,2020 W. Division Street,1,1,1
412,Ram Restaurant & Brewery,(847) 517-8791,60173,IL,Chicago,1901 McConnor Parkway,0,1,1
413,94 West,(708) 364-9494,60462,IL,Chicago,15410 S. 94th Avenue,1,1,1
414,Kanela Breakfast Club,(773) 248-1622,60657,IL,Chicago,3231 N. Clark Street,1,1,0
415,Shake Shack,(312) 646-6005,60603,IL,Chicago,12 S. Michigan Avenue,0,1,1
416,The Chicago Diner,(773) 252-3211,60647,IL,Chicago,2333 N. Milwaukee Avenue,0,1,0
417,La Casa de Isaac,(847) 433-5550,60035,IL,Chicago,431 Temple Avenue,1,1,1
418,The Silver Palm,(312) 666-9322,60622,IL,Chicago,768 N. Milwaukee Avenue,0,1,0
419,El Cid,(773) 395-0505,60647,IL,Chicago,2645 N Kedzie Avenue,0,1,1
420,Bacchus Nibbles,(847) 438-3212,60047,IL,Chicago,800 W Main Street,0,1,0
421,Tommy Nevin's Pub,(847) 869-0450,60201,IL,Chicago,1450 Sherman Avenue,0,1,1
422,The Southern,(773) 342-1840,60622,IL,Chicago,1840 W. North Avenue,0,1,1
423,Five Guys Burgers and Fries,(708) 358-0856,60301,IL,Chicago,1115 Lake Street,0,1,1
424,Maple Tree Inn,(708) 388-3461,60406,IL,Chicago,13301 Olde Western Avenue,0,1,1
425,Bombay Wraps,(312) 739-9727,60606,IL,Chicago,122 N. Wells Street,1,1,1
426,Clara's,(630) 968-8899,60517,IL,Chicago,6550 S. State,0,1,1
427,Andy's Jazz Club and Restaurant,(312) 642-6805,60611,IL,Chicago,11 E Hubbard Street,0,1,0
428,Kuma's Too,(773) 472-2666,60614,IL,Chicago,666 W. Diversey Parkway,0,1,0
429,Chicago Bagel Authority,(773) 248-9606,60614,IL,Chicago,953 W. Armitage Avenue,1,1,0
430,That Little Mexican Cafe,(847) 905-1550,60201,IL,Chicago,1010 Church Street,0,1,0
431,Wakamono,(773) 296-6800,60657,IL,Chicago,3317 N. Broadway Street,1,1,1
432,Dunlays on the Square,(773) 227-2400,60647,IL,Chicago,3137 W Logan Boulevard,0,1,1
433,Bridge House Tavern On The River,(312) 644-0283,60654,IL,Chicago,321 N Clark Street,0,1,0
434,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1
435,State and Lake Chicago Tavern,(312) 239-9400,60601,IL,Chicago,201 N State Street The Wit Hotel,0,1,1
436,Dimo's Pizza,(773) 525-4580,60657,IL,Chicago,3463 N. Clark Street,1,1,0
437,El Barco,(773) 486-6850,60622,IL,Chicago,1035 N Ashland Avenue,0,1,1
438,House of Blues,(312) 923-2000,60654,IL,Chicago,329 North Dearborn Street,0,1,0
439,Ram Restaurant & Brewery,(847) 692-4426,60018,IL,Rosemont,9520 W. Higgins Road,0,1,1
440,Chef Klaus' Bier Stube,(815) 469-0940,60423,IL,Chicago,679 S. La Grange Road Frankfort Town Center,0,1,0
441,Mon Ami Gabi,(630) 472-1900,60523,IL,Chicago,260 Oakbrook Center Oak Brook Mall,0,1,1
442,Barn & Company,(773) 832-4000,60614,IL,Chicago,950 W Wrightwood Avenue,1,1,1
443,Glazed & Infused,(312) 226-5556,60607,IL,Chicago,813 W. Fulton Market,0,1,1
444,Jaipur,(312) 526-3655,60607,IL,Chicago,847 W Randolph Street,1,1,1
445,Aha Sushi,(847) 263-2222,60031,IL,Gurnee,5101 Washington Street,0,1,0
446,Flat Top Grill,(312) 726-8400,60603,IL,Chicago,30 S Wabash Avenue,0,1,0
447,Jane's,(773) 862-5263,60622,IL,Chicago,1655 W. Cortland Street,0,1,1
448,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
449,Wasabi,(773) 227-8180,60647,IL,Chicago,2115 N Milwaukee Avenue,0,1,0
450,Bluestone,(847) 424-0420,60201,IL,Chicago,1932 Central Street,0,1,1
451,Kansaku,(847) 864-4386,60201,IL,Evanston,1514 Sherman Avenue,1,1,1
452,Club Lago,(312) 951-2849,60610,IL,Chicago,331 W Superior Street,0,1,1
453,Chant,(773) 324-1999,60615,IL,Chicago,1509 E 53rd Street,1,1,1
454,Mr. Beef,(312) 337-8500,60610,IL,Chicago,666 N. Orleans Street,0,1,0
455,P.F. Chang's,(312) 828-9977,60611,IL,Chicago,530 N. Wabash Avenue,0,1,0
456,Turquoise,(773) 549-3523,60618,IL,Chicago,2147 W. Roscoe Street,1,1,1
457,Hema's Kitchen,(773) 338-1627,60659,IL,Chicago,2439 W Devon Avenue,1,1,0
458,Tapas Valencia,(312) 842-4444,60605,IL,Chicago,1530 S State Street,0,1,0
459,D'Agostino's,(773) 477-1822,60613,IL,Chicago,1351 W. Addison Street,1,1,1
460,Karyn's Cooked,(312) 587-1050,60614,IL,Chicago,1901 N. Halsted Street,0,1,1
461,Chicago Prime Italian,(847) 240-1414,60173,IL,Chicago,1370 Bank Drive,0,1,0
462,Brick House Tavern + Tap,(630) 963-1104,60515,IL,Chicago,1461 Butterfield Road,0,1,1
463,Barnaby's The Family Inn,(847) 498-3900,60062,IL,Chicago,960 Skokie Boulevard,0,1,0
464,Pastoral Artisan Cheese,(312) 658-1250,60601,IL,Chicago,53 E Lake Street,0,1,0
465,Pizza Capri,(773) 324-7777,60615,IL,Chicago,1501 E 53rd Street,1,1,1
466,Hofbrauhaus,(847) 671-2739,60018,IL,Chicago,5500 Park Place MB Financial Park At Rosemont,0,1,1
467,Sen Sushi Bar,(708) 848-4400,60304,IL,Chicago,814 S. Oak Park Avenue,1,1,0
468,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N. Clark Street,0,1,0
469,Reverie,(312) 467-4141,60654,IL,Chicago,414 N Orleans Street,0,1,1
470,RA Sushi Bar Restaurant,(630) 627-6800,60148,IL,Chicago,310 Yorktown Center,0,1,1
471,Bahama Breeze,(847) 884-7060,60173,IL,Chicago,406 E Golf Road,0,1,1
472,Harry Caray's Seventh Inning Stretch,(312) 202-0500,60611,IL,Chicago,835 N Michigan Avenue Water Tower Place,0,1,0
473,Stanley's Kitchen and Tap,(312) 642-0007,60614,IL,Chicago,1970 N Lincoln Avenue,0,1,0
474,Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark Street,1,1,0
475,Sushi Para II,(773) 477-3219,60614,IL,Chicago,2256 N Clark Street,0,1,0
476,Chicago's Home of Chicken & Waffles,(773) 536-3300,60653,IL,Chicago,3947 S. King Drive,0,1,1
477,25 Degrees,(312) 943-9700,60654,IL,Chicago,736 N Clark Street,0,1,1
478,Cooper's Hawk Winery & Restaurant,(630) 887-0123,60527,IL,Chicago,510 Village Center Drive,0,1,1
479,Carson's,(312) 280-9200,60610,IL,Chicago,612 N. Wells Street,0,1,1
480,Stella's Diner,(773) 472-9040,60657,IL,Chicago,3042 North Broadway Street,1,1,1
481,Pockets,(312) 641-0949,60606,IL,Chicago,309 W. Lake Street,1,1,0
482,Fork Chicago,(773) 751-1500,60625,IL,Chicago,4600 N Lincoln Avenue,0,1,1
483,Asian Noodle House,(847) 882-9650,60169,IL,Schaumburg,844 N Roselle Road,0,1,0
484,Palermo's 95th,(708) 425-6262,60453,IL,Chicago,4849 W. 95th Street,1,1,0
485,Chicago Prime Steakhouse,(847) 969-9900,60173,IL,Chicago,1444 E Algonquin Road,0,1,1
486,La Cantina Grill,(312) 842-1911,60616,IL,Chicago,1911 S Michigan Avenue,1,1,1
487,Stanley's Ale House and Restaurant,(847) 468-8022,60177,IL,Chicago,335 N. McLean Boulevard,0,1,1
488,Nosh,(630) 845-1570,60134,IL,Chicago,211 James Street,0,1,1
489,Gaylord Fine Indian Cuisine,(847) 619-3300,60173,IL,Chicago,555 Mall Drive,0,1,0
490,Bittersweet Pastry Cafe,(773) 929-1100,60657,IL,Chicago,1114 West Belmont Avenue,0,1,0
491,Rockit Burger Bar,(773) 645-4400,60613,IL,Chicago,3700 N. Clark Street,0,1,1
492,The Bagel,(773) 477-0300,60657,IL,Chicago,3107 N. Broadway,1,1,0
493,Bari,(312) 666-0730,60622,IL,Chicago,1120 W. Grand Avenue,1,1,0
494,Hog Wild,(708) 371-9005,60445,IL,Midlothian,14933 Pulaski Road,0,1,0
495,Three Aces,(312) 243-1577,60607,IL,Chicago,1321 W. Taylor Street,0,1,1
496,The Fireplace Inn,(312) 664-5264,60610,IL,Chicago,1448 N Wells Street,1,1,1
497,Victory's Banner,(773) 665-0227,60618,IL,Chicago,2100 W. Roscoe Street,0,1,1
498,Ariel's Bar & Restaurant,(708) 928-8080,60477,IL,Tinley Park,18401 N. Creek Drive,0,1,1
499,Morton's The Steakhouse,(312) 201-0410,60601,IL,Chicago,65 E Wacker Place,0,1,0
500,Hoosier Mama Pie Company,(312) 243-4846,60622,IL,Chicago,1618 1/2 Chicago Avenue,0,1,1
501,Gaylord Fine Indian Cuisine,(312) 664-1700,60611,IL,Chicago,100 E Walton Street Walton Colonnade,0,1,0
502,Elgin Public House,(847) 468-8810,60120,IL,Chicago,219 E. Chicago Street,0,1,0
503,Mixteco Grill,(773) 868-1601,60613,IL,Chicago,1601 W. Montrose Avenue,1,1,0
504,Miller's Ale House,(630) 241-3371,60148,IL,Lombard,455 E. Butterfield Road,0,1,0
505,Jim's Original,(312) 733-7820,60607,IL,Chicago,1250 S Union Avenue,0,1,0
506,Stax Cafe,(312) 733-9871,60607,IL,Chicago,1401 W. Taylor Street,0,1,0
507,Angelina Ristorante,(773) 935-5933,60657,IL,Chicago,3561 N. Broadway Street,0,1,0
508,Frankie's Pizzeria & Scaloppine,(312) 266-2500,60611,IL,Chicago,900 Shops,1,1,0
509,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1
510,Sticky Rice,(773) 588-0133,60618,IL,Chicago,4018 N. Western Avenue,1,1,1
511,Bongo Room,(773) 728-7900,60640,IL,Chicago,5022 N. Clark Street,0,1,1
512,Mother Hubbard's Sports Pub,(312) 828-0007,60654,IL,Chicago,5 W Hubbard Street,0,1,0
513,The Walnut Room,(312) 781-3139,60602,IL,Chicago,Macy's,0,1,0
514,Andy's Frozen Custard,(847) 864-8009,60201,IL,Evanston,719 Church Street,0,1,0
515,Blue Agave,(312) 335-8900,60610,IL,Chicago,1050 N State Street,0,1,1
516,Celtic Knot Public House,(847) 864-1679,60201,IL,Chicago,626 Church Street,0,1,1
517,Egg'lectic Cafe,(847) 577-5552,60008,IL,Chicago,2905 Algonquin Road,0,1,0
518,Cafe Central,(847) 266-7878,60035,IL,Chicago,455 Central Avenue,1,1,0
519,Emmett's Brewing Company,(630) 434-8500,60515,IL,Chicago,5200 Main Street,0,1,1
520,Sheffield's,(773) 281-4989,60657,IL,Chicago,3258 N. Sheffield Avenue,0,1,1
521,Tre Soldi,(312) 664-0212,60611,IL,Chicago,212 E Ohio Street,0,1,1
522,Burnt Toast,(847) 551-9725,60123,IL,Chicago,2492 N. Randall Road,0,1,0
523,Black Dog Gelato,(773) 235-3116,60622,IL,Chicago,859 N. Damen Avenue,0,1,1
524,Semiramis,(773) 279-8900,60625,IL,Chicago,4639 N. Kedzie Avenue,1,1,0
525,Fatso's Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W. Chicago Avenue,1,1,1
526,Mana Food Bar,(773) 342-1742,60622,IL,Chicago,1742 W. Division Street,1,1,1
527,Sam Buca's Restaurant,(708) 361-1226,60463,IL,Chicago,12231 S Harlem Avenue,1,1,1
528,Le Peep Restaurant,(847) 328-4880,60201,IL,Chicago,827 Church Street,0,1,1
529,Fat Rice,(773) 661-9170,60647,IL,Chicago,2957 W Diversey Avenue,0,1,0
530,Kama Indian Bistro,(708) 352-3300,60525,IL,Chicago,9 S La Grange Road,1,1,1
531,Reno,(773) 697-4234,60647,IL,Chicago,2607 N. Milwaukee Avenue,0,1,1
532,Tandoor Hut,(630) 820-3600,60564,IL,Chicago,1301 S. Route 59,0,1,0
533,Alhambra Palace,(312) 666-9555,60607,IL,Chicago,1240 West Randolph Street,0,1,1
534,Happy Elephant,(847) 923-9200,60007,IL,Chicago,1047 Rohlwing Road,0,1,0
535,Tiny Lounge,(773) 463-0396,60618,IL,Chicago,4352 N. Leavitt Street,0,0,0
536,Lady Gregory's,(773) 271-5050,60640,IL,Chicago,5260 N Clark Street,1,1,1
537,Real Urban Barbecue,(224) 770-4227,60035,IL,Chicago,610 Central Avenue,1,1,0
538,Heng Wing,(847) 358-3061,60067,IL,Chicago,121 W. Palatine Road,0,1,0
539,Claim Jumper,(630) 932-4290,60148,IL,Lombard,92 Yorktown Shopping Center,0,1,1
540,Ba Le Sandwich Shop,(773) 561-4424,60640,IL,Chicago,5018 N Broadway Street,1,1,1
541,Hot Woks Cool Sushi,(773) 282-1818,60641,IL,Chicago,3930 N. Pulaski Road,1,1,1
542,Little Branch Cafe,(312) 360-0101,60605,IL,Chicago,1251 S Prairie Avenue,0,1,1
543,Countyline Tavern,(847) 520-7447,60089,IL,Chicago,800 W. Lake Cook Road,0,1,0
544,More,(312) 951-0001,60611,IL,Chicago,1 E. Delaware Place,0,1,0
545,Hannah's Bretzel,(312) 621-1111,60602,IL,Chicago,180 W. Washington Street,1,1,1
546,Kitsch'n on Roscoe,(773) 248-7372,60618,IL,Chicago,2005 W. Roscoe Street,0,1,1
547,Ruxbin,(312) 624-8509,60622,IL,Chicago,851 N Ashland Avenue,0,0,0
548,Parts and Labor,(773) 360-7840,60647,IL,Chicago,2700 N Milwaukee Avenue,0,1,1
549,Jam 'n Honey,(773) 327-5266,60614,IL,Chicago,958 W Webster Avenue,0,1,1
550,J. Alexander's Restaurant,(630) 573-8180,60523,IL,Chicago,1410 16th Street,0,1,0
551,Untitled Supper Club,(312) 880-1511,60654,IL,Chicago,111 West Kinzie Street,0,0,1
552,Amarit Thai,(312) 939-1179,60605,IL,Chicago,600 S Dearborn Street,1,1,0
553,Stan's Donuts,(773) 360-7386,60622,IL,Chicago,1560 N. Damen Avenue,1,1,0
554,Khyber Pass,(708) 445-9032,60301,IL,Chicago,1031 Lake Street,1,1,1
555,Flaco's Tacos,(312) 266-8226,60611,IL,Chicago,46 E Chicago Avenue,0,1,1
556,Floriole Cafe & Bakery,(773) 883-1313,60614,IL,Chicago,1220 W Webster Avenue,0,1,1
557,Basil Leaf Cafe,(773) 935-3388,60614,IL,Chicago,2465 N. Clark Street,1,1,1
